category,year,month,import_value_zar,category_label,source
toys_games_sport,2021,7,475611870,"Toys, games & sporting goods","South African Revenue Service (SARS), Trade Statistics"
toys_games_sport,2021,8,490370104,"Toys, games & sporting goods","South African Revenue Service (SARS), Trade Statistics"
toys_games_sport,2021,9,704029844,"Toys, games & sporting goods","South African Revenue Service (SARS), Trade Statistics"
toys_games_sport,2021,10,763230575,"Toys, games & sporting goods","South African Revenue Service (SARS), Trade Statistics"
toys_games_sport,2021,11,697019995,"Toys, games & sporting goods","South African Revenue Service (SARS), Trade Statistics"
toys_games_sport,2021,12,597820808,"Toys, games & sporting goods","South African Revenue Service (SARS), Trade Statistics"
toys_games_sport,2022,1,450100614,"Toys, games & sporting goods","South African Revenue Service (SARS), Trade Statistics"
toys_games_sport,2022,2,539370794,"Toys, games & sporting goods","South African Revenue Service (SARS), Trade Statistics"
toys_games_sport,2022,3,491807583,"Toys, games & sporting goods","South African Revenue Service (SARS), Trade Statistics"
toys_games_sport,2022,4,395053648,"Toys, games & sporting goods","South African Revenue Service (SARS), Trade Statistics"
toys_games_sport,2022,5,591658598,"Toys, games & sporting goods","South African Revenue Service (SARS), Trade Statistics"
toys_games_sport,2022,6,590052706,"Toys, games & sporting goods","South African Revenue Service (SARS), Trade Statistics"
toys_games_sport,2022,7,609886654,"Toys, games & sporting goods","South African Revenue Service (SARS), Trade Statistics"
toys_games_sport,2022,8,859465717,"Toys, games & sporting goods","South African Revenue Service (SARS), Trade Statistics"
toys_games_sport,2022,9,777296166,"Toys, games & sporting goods","South African Revenue Service (SARS), Trade Statistics"
toys_games_sport,2022,10,659324206,"Toys, games & sporting goods","South African Revenue Service (SARS), Trade Statistics"
toys_games_sport,2022,11,619720147,"Toys, games & sporting goods","South African Revenue Service (SARS), Trade Statistics"
toys_games_sport,2022,12,570874491,"Toys, games & sporting goods","South African Revenue Service (SARS), Trade Statistics"
toys_games_sport,2023,1,503535115,"Toys, games & sporting goods","South African Revenue Service (SARS), Trade Statistics"
toys_games_sport,2023,2,382437866,"Toys, games & sporting goods","South African Revenue Service (SARS), Trade Statistics"
toys_games_sport,2023,3,602502253,"Toys, games & sporting goods","South African Revenue Service (SARS), Trade Statistics"
toys_games_sport,2023,4,454675259,"Toys, games & sporting goods","South African Revenue Service (SARS), Trade Statistics"
toys_games_sport,2023,5,525206469,"Toys, games & sporting goods","South African Revenue Service (SARS), Trade Statistics"
toys_games_sport,2023,6,653166820,"Toys, games & sporting goods","South African Revenue Service (SARS), Trade Statistics"
toys_games_sport,2023,7,594225450,"Toys, games & sporting goods","South African Revenue Service (SARS), Trade Statistics"
toys_games_sport,2023,8,770516554,"Toys, games & sporting goods","South African Revenue Service (SARS), Trade Statistics"
toys_games_sport,2023,9,784836374,"Toys, games & sporting goods","South African Revenue Service (SARS), Trade Statistics"
toys_games_sport,2023,10,767065809,"Toys, games & sporting goods","South African Revenue Service (SARS), Trade Statistics"
toys_games_sport,2023,11,607316337,"Toys, games & sporting goods","South African Revenue Service (SARS), Trade Statistics"
toys_games_sport,2023,12,549841937,"Toys, games & sporting goods","South African Revenue Service (SARS), Trade Statistics"
toys_games_sport,2024,1,479216575,"Toys, games & sporting goods","South African Revenue Service (SARS), Trade Statistics"
toys_games_sport,2024,2,472392869,"Toys, games & sporting goods","South African Revenue Service (SARS), Trade Statistics"
toys_games_sport,2024,3,570059594,"Toys, games & sporting goods","South African Revenue Service (SARS), Trade Statistics"
toys_games_sport,2024,4,547267204,"Toys, games & sporting goods","South African Revenue Service (SARS), Trade Statistics"
toys_games_sport,2024,5,527196356,"Toys, games & sporting goods","South African Revenue Service (SARS), Trade Statistics"
toys_games_sport,2024,6,605587246,"Toys, games & sporting goods","South African Revenue Service (SARS), Trade Statistics"
toys_games_sport,2024,7,684850157,"Toys, games & sporting goods","South African Revenue Service (SARS), Trade Statistics"
toys_games_sport,2024,8,960680579,"Toys, games & sporting goods","South African Revenue Service (SARS), Trade Statistics"
toys_games_sport,2024,9,850174155,"Toys, games & sporting goods","South African Revenue Service (SARS), Trade Statistics"
toys_games_sport,2024,10,884995743,"Toys, games & sporting goods","South African Revenue Service (SARS), Trade Statistics"
toys_games_sport,2024,11,746929467,"Toys, games & sporting goods","South African Revenue Service (SARS), Trade Statistics"
toys_games_sport,2024,12,591675900,"Toys, games & sporting goods","South African Revenue Service (SARS), Trade Statistics"
toys_games_sport,2025,1,540170395,"Toys, games & sporting goods","South African Revenue Service (SARS), Trade Statistics"
toys_games_sport,2025,2,484442250,"Toys, games & sporting goods","South African Revenue Service (SARS), Trade Statistics"
toys_games_sport,2025,3,447276080,"Toys, games & sporting goods","South African Revenue Service (SARS), Trade Statistics"
toys_games_sport,2025,4,447840160,"Toys, games & sporting goods","South African Revenue Service (SARS), Trade Statistics"
toys_games_sport,2025,5,540482104,"Toys, games & sporting goods","South African Revenue Service (SARS), Trade Statistics"
toys_games_sport,2025,6,700328951,"Toys, games & sporting goods","South African Revenue Service (SARS), Trade Statistics"
toys_games_sport,2025,7,698234674,"Toys, games & sporting goods","South African Revenue Service (SARS), Trade Statistics"
toys_games_sport,2025,8,921455447,"Toys, games & sporting goods","South African Revenue Service (SARS), Trade Statistics"
toys_games_sport,2025,9,967880229,"Toys, games & sporting goods","South African Revenue Service (SARS), Trade Statistics"
toys_games_sport,2025,10,972405202,"Toys, games & sporting goods","South African Revenue Service (SARS), Trade Statistics"
toys_games_sport,2025,11,716780343,"Toys, games & sporting goods","South African Revenue Service (SARS), Trade Statistics"
toys_games_sport,2025,12,715955468,"Toys, games & sporting goods","South African Revenue Service (SARS), Trade Statistics"
toys_games_sport,2026,1,509333759,"Toys, games & sporting goods","South African Revenue Service (SARS), Trade Statistics"
toys_games_sport,2026,2,494148774,"Toys, games & sporting goods","South African Revenue Service (SARS), Trade Statistics"
toys_games_sport,2026,3,618373443,"Toys, games & sporting goods","South African Revenue Service (SARS), Trade Statistics"
toys_games_sport,2026,4,546607031,"Toys, games & sporting goods","South African Revenue Service (SARS), Trade Statistics"
toys_games_sport,2026,5,541826506,"Toys, games & sporting goods","South African Revenue Service (SARS), Trade Statistics"
